schema_name_source,schema_name,column_name_source,column_name,group,description,delete,disposition,column_type,source,version_added,is_redcap_calculation,date_shift
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___anxiety,dmdd_hist_psy_med_problems___anxiety,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___epilepsy,dmdd_hist_psy_med_problems___epilepsy,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___laryngeal_cancer,dmdd_hist_psy_med_problems___laryngeal_cancer,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___ocd,dmdd_hist_psy_med_problems___ocd,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___other,dmdd_hist_psy_med_problems___other,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___seasonal_allergies,dmdd_hist_psy_med_problems___seasonal_allergies,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems___stroke,dmdd_hist_psy_med_problems___stroke,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_cognitive_a11y_options___1,ef_cognitive_a11y_options___1,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_cognitive_a11y_options___2,ef_cognitive_a11y_options___2,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_cognitive_a11y_options___3,ef_cognitive_a11y_options___3,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_completed_by___1,ef_completed_by___1,enrollment,Check all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_completed_by___2,ef_completed_by___2,enrollment,Check all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_completed_by___3,ef_completed_by___3,enrollment,Check all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_eligible_studies___1,ef_eligible_studies___1,enrollment,Eligible Studies,NO,release,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_eligible_studies___2,ef_eligible_studies___2,enrollment,Eligible Studies,NO,release,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_eligible_studies___3,ef_eligible_studies___3,enrollment,Eligible Studies,NO,release,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_eligible_studies___4,ef_eligible_studies___4,enrollment,Eligible Studies,NO,release,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_eligible_studies___5,ef_eligible_studies___5,enrollment,Eligible Studies,NO,release,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_fluent_languages___1,ef_fluent_languages___1,enrollment,Do you speak any additional language(s) fluently (similar to a native speaker)?,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_fluent_languages___2,ef_fluent_languages___2,enrollment,Do you speak any additional language(s) fluently (similar to a native speaker)?,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_fluent_languages___3,ef_fluent_languages___3,enrollment,Do you speak any additional language(s) fluently (similar to a native speaker)?,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_fluent_languages___4,ef_fluent_languages___4,enrollment,Do you speak any additional language(s) fluently (similar to a native speaker)?,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_fluent_languages___5,ef_fluent_languages___5,enrollment,Do you speak any additional language(s) fluently (similar to a native speaker)?,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_hearing_a11y_options___1,ef_hearing_a11y_options___1,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_hearing_a11y_options___2,ef_hearing_a11y_options___2,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_hearing_a11y_options___3,ef_hearing_a11y_options___3,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_physical_a11y_options___1,ef_physical_a11y_options___1,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_physical_a11y_options___2,ef_physical_a11y_options___2,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_physical_a11y_options___3,ef_physical_a11y_options___3,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_remote_collection_agreement_terms___ef_agree_video_camera,ef_remote_collection_agreement_terms___ef_agree_video_camera,enrollment,I acknowledge that:,NO,internal,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_remote_collection_agreement_terms___ef_confirmed_clinical_diagnosis,ef_remote_collection_agreement_terms___ef_confirmed_clinical_diagnosis,enrollment,I acknowledge that:,NO,internal,CHECKBOX_OPTION,redcap,v4,NO,NO
enrollment_form_schema,enrollment_form,ef_vision_a11y_options___1,ef_vision_a11y_options___1,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_vision_a11y_options___2,ef_vision_a11y_options___2,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_vision_a11y_options___3,ef_vision_a11y_options___3,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
enrollment_form_schema,enrollment_form,ef_vision_a11y_options___4,ef_vision_a11y_options___4,enrollment,"Yes, I would like to use some of the accessibility features of the app",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___1,peds_race___1,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___2,peds_race___2,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___3,peds_race___3,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___4,peds_race___4,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___5,peds_race___5,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___6,peds_race___6,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___7,peds_race___7,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_demographics_schema,pediatric_demographics,peds_race___8,peds_race___8,pediatric,Which race category best describes you? Choose all that apply,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___airway_surgery,peds_mc_breathing_conditions___airway_surgery,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___asthma,peds_mc_breathing_conditions___asthma,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___bronchiolitis,peds_mc_breathing_conditions___bronchiolitis,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___chronic_cough,peds_mc_breathing_conditions___chronic_cough,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___intubated,peds_mc_breathing_conditions___intubated,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___recurrent_croup,peds_mc_breathing_conditions___recurrent_croup,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___rsv,peds_mc_breathing_conditions___rsv,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___subglottic_stenosis,peds_mc_breathing_conditions___subglottic_stenosis,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___tracheostomy,peds_mc_breathing_conditions___tracheostomy,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_breathing_conditions___vocal_cord_webs,peds_mc_breathing_conditions___vocal_cord_webs,pediatric,Does your child have a history of a breathing or airway conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___congenital_heart_disease,peds_mc_conditions___congenital_heart_disease,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___cystic_fibrosis,peds_mc_conditions___cystic_fibrosis,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___esophageal_atresia,peds_mc_conditions___esophageal_atresia,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___granulomatosis_with_polyangitis,peds_mc_conditions___granulomatosis_with_polyangitis,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___mucopolysaccharidosis,peds_mc_conditions___mucopolysaccharidosis,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___osteogenesis_imperfecta,peds_mc_conditions___osteogenesis_imperfecta,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___other,peds_mc_conditions___other,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___prematurity,peds_mc_conditions___prematurity,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___rheumatoid_arthritis,peds_mc_conditions___rheumatoid_arthritis,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___tracheoesophageal_fistula,peds_mc_conditions___tracheoesophageal_fistula,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_conditions___trisomy21,peds_mc_conditions___trisomy21,pediatric,Does your child have any of the following conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___cholesteatoma,peds_mc_hearing_loss___cholesteatoma,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___cmv,peds_mc_hearing_loss___cmv,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___cochlear_implantation_bilateral,peds_mc_hearing_loss___cochlear_implantation_bilateral,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___cochlear_implantation_unilateral,peds_mc_hearing_loss___cochlear_implantation_unilateral,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___deafness,peds_mc_hearing_loss___deafness,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___ear_tubes,peds_mc_hearing_loss___ear_tubes,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___hearing_loss,peds_mc_hearing_loss___hearing_loss,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___mild_hearing_loss,peds_mc_hearing_loss___mild_hearing_loss,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___tympanic_membrane_perforation,peds_mc_hearing_loss___tympanic_membrane_perforation,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_hearing_loss___vocal_cord_webs,peds_mc_hearing_loss___vocal_cord_webs,pediatric,Does your child have a history of hearing loss or associated conditions? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___croup,peds_mc_l2w___croup,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___dry_cough,peds_mc_l2w___dry_cough,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___ear_infection,peds_mc_l2w___ear_infection,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___nasal_congestion,peds_mc_l2w___nasal_congestion,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___sneezing,peds_mc_l2w___sneezing,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___sorethroat_or_tonsillitis,peds_mc_l2w___sorethroat_or_tonsillitis,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___stridor,peds_mc_l2w___stridor,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___wet_productive_cough,peds_mc_l2w___wet_productive_cough,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_l2w___wheezing_or_trouble_breathing,peds_mc_l2w___wheezing_or_trouble_breathing,pediatric,Has your child had any of the following in the 2 weeks? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___branchial_cleft_cyst,peds_mc_neck_mass___branchial_cleft_cyst,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___dermoid_cyst,peds_mc_neck_mass___dermoid_cyst,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___enlarged_lymph_node,peds_mc_neck_mass___enlarged_lymph_node,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___other,peds_mc_neck_mass___other,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___thyroglossal_duct_cyst,peds_mc_neck_mass___thyroglossal_duct_cyst,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_neck_mass___thyroid_nodule_or_cancer,peds_mc_neck_mass___thyroid_nodule_or_cancer,pediatric,Does your child have a history of a neck mass? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___adhd,peds_mc_psych_disorders___adhd,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___anxiety_disorder,peds_mc_psych_disorders___anxiety_disorder,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___asd,peds_mc_psych_disorders___asd,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___depression,peds_mc_psych_disorders___depression,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___eating_disorder,peds_mc_psych_disorders___eating_disorder,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___insomnia_or_sleep_disorder,peds_mc_psych_disorders___insomnia_or_sleep_disorder,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___ocd,peds_mc_psych_disorders___ocd,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___other,peds_mc_psych_disorders___other,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___panic,peds_mc_psych_disorders___panic,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_psych_disorders___social_anxiety_disorder,peds_mc_psych_disorders___social_anxiety_disorder,pediatric,Does your child have a history of a psychological disorders or mood problems? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_snoring_apnea___gasping,peds_mc_snoring_apnea___gasping,pediatric,Does your child have a history of a snoring or obstructive sleep apnea? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_snoring_apnea___had_sleep_study,peds_mc_snoring_apnea___had_sleep_study,pediatric,Does your child have a history of a snoring or obstructive sleep apnea? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_snoring_apnea___obstructive_sleep_apnea,peds_mc_snoring_apnea___obstructive_sleep_apnea,pediatric,Does your child have a history of a snoring or obstructive sleep apnea? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_snoring_apnea___snoring,peds_mc_snoring_apnea___snoring,pediatric,Does your child have a history of a snoring or obstructive sleep apnea? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___acid_reflux_disease,peds_mc_voice_disorders___acid_reflux_disease,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___airway_stenosis,peds_mc_voice_disorders___airway_stenosis,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___bilateral_vocal_cord_paralysis,peds_mc_voice_disorders___bilateral_vocal_cord_paralysis,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___scarring,peds_mc_voice_disorders___scarring,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___unilateral_vocal_cord_paralysis,peds_mc_voice_disorders___unilateral_vocal_cord_paralysis,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___vocal_cord_webs,peds_mc_voice_disorders___vocal_cord_webs,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
generic_medical_conditions_schema,pediatric_medical_conditions,peds_mc_voice_disorders___vocal_nodules_or_polyps,peds_mc_voice_disorders___vocal_nodules_or_polyps,pediatric,Does your child have a history of a voice disorder? (Select all that apply),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
glottic_insufficiency_presbyphonia_schema,glottic_insufficiency,diagnosis_gi_slogg___anterior_glottic_gap,diagnosis_gi_slogg___anterior_glottic_gap,diagnosis,Please assess shape/location of glottic gap. Choose all that apply.,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
glottic_insufficiency_presbyphonia_schema,glottic_insufficiency,diagnosis_gi_slogg___asymmetric,diagnosis_gi_slogg___asymmetric,diagnosis,Please assess shape/location of glottic gap. Choose all that apply.,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
glottic_insufficiency_presbyphonia_schema,glottic_insufficiency,diagnosis_gi_slogg___posterior_glottic_gap,diagnosis_gi_slogg___posterior_glottic_gap,diagnosis,Please assess shape/location of glottic gap. Choose all that apply.,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
